if,then,support,confidence,lift
"knee_r_exam_creps_right, sex_female","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.16083916083916083,0.8214285714285714,3.5595238095238093
"knee_l_duration_val, surgery_other","knee_present, surgery_other_duration_days",0.13986013986013987,0.7692307692307693,3.548387096774194
"gas, knee_r_exam_tenderness_knee","tongue_sama, knee_r_exam_creps_right",0.1258741258741259,0.8181818181818182,3.5454545454545454
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.18181818181818182,0.8666666666666667,3.540952380952381
"knee_l_exam_tenderness_knee, knee_r_exam_creps_right","knee_l_exam_creps_left, sex_female",0.16083916083916083,0.7666666666666666,3.5365591397849463
"gas, knee_l_exam_creps_left","tongue_sama, knee_r_exam_creps_right",0.15384615384615385,0.8148148148148149,3.5308641975308643
"gas, knee_l_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.13286713286713286,0.8636363636363635,3.528571428571428
"knee_l_exam_creps_left, knee_r_duration_val","tongue_sama, knee_r_exam_creps_right",0.18181818181818182,0.8125,3.520833333333333
"tongue_sama, knee_r_exam_creps_right","knee_l_exam_creps_left, knee_r_duration_val",0.18181818181818182,0.7878787878787878,3.520833333333333
"knee_r_exam_creps_right, sex_female","knee_l_exam_creps_left, knee_r_duration_val",0.15384615384615385,0.7857142857142857,3.5111607142857144
"knee_l_exam_creps_left, knee_l_exam_rom","knee_l_duration_val, knee_r_exam_creps_right",0.13286713286713286,0.76,3.5058064516129033
"knee_l_duration_val, knee_r_exam_creps_right","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.17482517482517482,0.8064516129032259,3.4946236559139785
"knee_l_exam_creps_left, knee_l_exam_tenderness_knee","knee_l_duration_val, knee_r_exam_creps_right",0.17482517482517482,0.7575757575757575,3.494623655913978
"lumbar_present, knee_r_exam_tenderness_knee",knee_l_exam_tenderness_knee,0.1258741258741259,0.9473684210526316,3.4736842105263164
"knee_l_exam_rom, knee_r_exam_tenderness_knee",knee_l_exam_tenderness_knee,0.1258741258741259,0.9473684210526316,3.4736842105263164
"knee_l_diag_oa_knee, knee_r_exam_creps_right","knee_l_exam_creps_left, medication_ongoing",0.1258741258741259,0.9473684210526316,3.4736842105263164
"lumbar_present, knee_r_exam_tenderness_knee","knee_l_exam_tenderness_knee, knee_present",0.1258741258741259,0.9473684210526316,3.4736842105263164
"knee_l_exam_rom, knee_r_exam_tenderness_knee","knee_l_exam_tenderness_knee, knee_present",0.1258741258741259,0.9473684210526316,3.4736842105263164
"knee_l_duration_val, knee_l_exam_tenderness_knee","knee_r_duration_val, knee_r_exam_creps_right",0.16783216783216784,0.8,3.466666666666667
"knee_l_exam_rom, knee_r_duration_val","knee_l_duration_val, knee_r_exam_creps_right",0.1258741258741259,0.75,3.459677419354839
"knee_l_exam_rom, knee_r_duration_val","knee_l_exam_tenderness_knee, knee_r_exam_tenderness_knee",0.1258741258741259,0.75,3.459677419354839
"knee_l_duration_val, knee_r_exam_tenderness_knee","knee_l_exam_tenderness_knee, medication_ongoing",0.14685314685314685,0.8076923076923076,3.3970588235294112
"gas, knee_r_exam_creps_right","knee_l_exam_creps_left, knee_r_duration_val",0.13286713286713286,0.76,3.39625
"gas, lumbar_exam_tenderness","acidity, lumbar_present",0.15384615384615385,0.7586206896551725,3.390086206896552
"knee_r_duration_val, knee_l_exam_tenderness_knee","medication_ongoing, knee_r_exam_tenderness_knee",0.15384615384615385,0.7586206896551725,3.390086206896552
"knee_l_duration_val, knee_r_exam_tenderness_knee",knee_l_exam_tenderness_knee,0.16783216783216784,0.9230769230769231,3.384615384615385
"knee_l_duration_val, knee_r_exam_tenderness_knee","knee_l_exam_tenderness_knee, knee_present",0.16783216783216784,0.9230769230769231,3.384615384615385
"knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, medication_ongoing",0.1958041958041958,0.875,3.3817567567567566
"knee_r_exam_creps_right, medication_ongoing","knee_l_exam_creps_left, knee_r_duration_val",0.1958041958041958,0.7567567567567567,3.3817567567567566
"knee_r_duration_val, knee_r_exam_rom","medication_ongoing, knee_r_exam_tenderness_knee",0.1258741258741259,0.75,3.3515625
"knee_l_exam_rom, knee_r_duration_val","knee_l_exam_creps_left, knee_l_duration_val",0.1258741258741259,0.75,3.3515625
"gas, knee_r_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.1258741258741259,0.8181818181818182,3.342857142857143
"knee_l_exam_creps_left, hypertension","knee_r_exam_creps_right, medication_ongoing",0.13286713286713286,0.8636363636363635,3.3378378378378373
"knee_l_duration_val, knee_r_exam_tenderness_knee","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.13986013986013987,0.7692307692307693,3.3333333333333335
"knee_l_exam_rom, knee_r_duration_val","knee_l_exam_tenderness_knee, medication_ongoing",0.13286713286713286,0.7916666666666666,3.329656862745098
knee_l_exam_swelling_non_pitting,knee_l_exam_tenderness_knee,0.13286713286713286,0.9047619047619048,3.3174603174603177
knee_l_exam_swelling_non_pitting,"knee_l_exam_tenderness_knee, knee_present",0.13286713286713286,0.9047619047619048,3.3174603174603177
"knee_l_exam_rom, knee_r_exam_creps_right","knee_l_exam_creps_left, medication_ongoing",0.13286713286713286,0.9047619047619048,3.3174603174603177
"knee_l_duration_val, knee_r_exam_rom","knee_r_duration_val, sex_female",0.1258741258741259,0.8571428571428572,3.312741312741313
"knee_l_exam_creps_left, knee_r_exam_rom","knee_r_exam_creps_right, medication_ongoing",0.1258741258741259,0.8571428571428572,3.312741312741313
"knee_l_exam_creps_left, knee_l_exam_rom","knee_r_duration_val, knee_r_exam_creps_right",0.13286713286713286,0.76,3.293333333333333
"knee_l_exam_creps_left, knee_l_exam_tenderness_knee","knee_r_duration_val, knee_r_exam_creps_right",0.17482517482517482,0.7575757575757575,3.282828282828282
"knee_r_duration_val, knee_r_exam_creps_right","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.17482517482517482,0.7575757575757575,3.282828282828282
"knee_l_exam_tenderness_knee, knee_r_exam_creps_right","tongue_sama, knee_l_exam_creps_left",0.16783216783216784,0.8,3.2685714285714287
"knee_l_exam_creps_left, knee_l_duration_val","knee_r_exam_creps_right, medication_ongoing",0.1888111888111888,0.84375,3.26097972972973
"knee_l_exam_creps_left, knee_l_duration_val","tongue_sama, knee_r_exam_creps_right",0.16783216783216784,0.75,3.25
"knee_r_duration_val, knee_l_exam_tenderness_knee",knee_r_exam_tenderness_knee,0.17482517482517482,0.8620689655172414,3.2441016333938295
"knee_r_duration_val, knee_l_exam_tenderness_knee","knee_present, knee_r_exam_tenderness_knee",0.17482517482517482,0.8620689655172414,3.2441016333938295
"knee_r_exam_tenderness_knee, sex_female",knee_l_exam_tenderness_knee,0.16083916083916083,0.8846153846153846,3.2435897435897436
"knee_r_exam_tenderness_knee, sex_female","knee_l_exam_tenderness_knee, knee_present",0.16083916083916083,0.8846153846153846,3.2435897435897436
"knee_r_exam_tenderness_knee, sex_female","knee_l_exam_tenderness_knee, medication_ongoing",0.13986013986013987,0.7692307692307693,3.235294117647059
"gas, knee_l_duration_val","tongue_sama, knee_r_duration_val",0.15384615384615385,0.8800000000000001,3.2266666666666675
"gas, knee_r_exam_creps_right","knee_l_exam_creps_left, medication_ongoing",0.15384615384615385,0.8800000000000001,3.2266666666666675
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee","knee_r_exam_creps_right, medication_ongoing",0.17482517482517482,0.8333333333333333,3.2207207207207205
"knee_r_duration_val, knee_r_exam_creps_right","tongue_sama, knee_l_exam_creps_left",0.18181818181818182,0.7878787878787878,3.2190476190476187
"knee_l_exam_rom, knee_r_duration_val",knee_l_exam_tenderness_knee,0.14685314685314685,0.8749999999999999,3.208333333333333
"knee_l_exam_rom, knee_r_duration_val","knee_l_exam_tenderness_knee, knee_present",0.14685314685314685,0.8749999999999999,3.208333333333333
"knee_l_duration_val, knee_r_exam_tenderness_knee","knee_r_duration_val, urine_normal",0.14685314685314685,0.8076923076923076,3.2083333333333326
"acidity, lumbar_exam_tenderness","gas, lumbar_present",0.15384615384615385,0.9166666666666666,3.197154471544715
"knee_l_duration_val, knee_r_exam_creps_right","knee_l_exam_creps_left, medication_ongoing",0.1888111888111888,0.8709677419354839,3.1935483870967745
"knee_r_morning_stiffness, knee_r_duration_val","tongue_sama, knee_l_duration_val",0.13986013986013987,0.8695652173913044,3.1884057971014497
"knee_r_morning_stiffness, knee_l_duration_val","tongue_sama, knee_r_duration_val",0.13986013986013987,0.8695652173913044,3.1884057971014497
"knee_l_exam_tenderness_knee, knee_r_exam_creps_right","knee_l_exam_creps_left, medication_ongoing",0.18181818181818182,0.8666666666666667,3.177777777777778
"knee_l_exam_creps_left, stool_unsatisfactory",knee_r_exam_creps_right,0.13986013986013987,0.9523809523809524,3.1672203765227027
"knee_l_exam_creps_left, stool_unsatisfactory","knee_present, knee_r_exam_creps_right",0.13986013986013987,0.9523809523809524,3.1672203765227027
